src	dst	note
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/05 Spirit.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/05 Spirit.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/03 Humble Beginning.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/03 Humble Beginning.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/11 Stadium Light B.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/11 Stadium Light B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/08 Tough Hit A.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/08 Tough Hit A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/13 Deep Hit.wav 96000.pek	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/13 Deep Hit.wav 96000.pek	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/09 Tough Hit B.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/09 Tough Hit B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/02 Event Horizon.wav 96000.pek	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/02 Event Horizon.wav 96000.pek	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/10 Stadium Light A.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/10 Stadium Light A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/14 Power Hit.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/14 Power Hit.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/12 Cliff Hanger.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/12 Cliff Hanger.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/06 Finally There.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/06 Finally There.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/12 Cliff Hanger.wav 96000.pek	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/12 Cliff Hanger.wav 96000.pek	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/18 Bright Swell.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/18 Bright Swell.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/06 Finally There.wav 96000.pek	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/06 Finally There.wav 96000.pek	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/13 Deep Hit.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits/13 Deep Hit.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 19 Mellow Swell.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 19 Mellow Swell.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 15 Basic Hit.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 15 Basic Hit.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 04 Edge of Time.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 04 Edge of Time.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 14 Power Hit.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 14 Power Hit.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 12 Cliff Hanger.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 12 Cliff Hanger.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 08 Tough Hit A.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 08 Tough Hit A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 16 Glass Shard.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 16 Glass Shard.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 09 Tough Hit B.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 09 Tough Hit B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 17 Bowed Hit.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 17 Bowed Hit.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 03 Humble Beginning.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 03 Humble Beginning.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 02 Event Horizon.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 02 Event Horizon.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 20 Grand Swell.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 20 Grand Swell.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 11 Stadium Light B.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 11 Stadium Light B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 01 Big Moment.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 01 Big Moment.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 06 Finally There.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 06 Finally There.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 10 Stadium Light A.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 10 Stadium Light A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 05 Spirit.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 05 Spirit.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 13 Deep Hit.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 13 Deep Hit.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 18 Bright Swell.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Space/SP 18 Bright Swell.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 05 Spirit.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 05 Spirit.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 01 Big Moment.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 01 Big Moment.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 06 Finally There.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 06 Finally There.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 04 Edge of Time.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 04 Edge of Time.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 08 Tough Hit A.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 08 Tough Hit A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 14 Power Hit.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 14 Power Hit.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 10 Stadium Light A.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 10 Stadium Light A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 11 Stadium Light B.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 11 Stadium Light B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 18 Bright Swell.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 18 Bright Swell.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 09 Tough Hit B.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 09 Tough Hit B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 02 Event Horizon.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 02 Event Horizon.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 19 Mellow Swell.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 19 Mellow Swell.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 17 Bowed Hit.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 17 Bowed Hit.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 03 Humble Beginning.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 03 Humble Beginning.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 15 Basic Hit.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 15 Basic Hit.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 16 Glass Shard.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Distortion/DS 16 Glass Shard.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 01 Big Moment.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Tube/TB 01 Big Moment.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 11 Stadium Light B.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Tube/TB 11 Stadium Light B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 18 Bright Swell.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Tube/TB 18 Bright Swell.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 07 Bold Promise.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Tube/TB 07 Bold Promise.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 20 Grand Swell.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Tube/TB 20 Grand Swell.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 02 Event Horizon.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Tube/TB 02 Event Horizon.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 08 Tough Hit A.wav	Anticipation SFX（大气深沉1 · 大气转场撞击重低音气氛无损音效素材包）/02 - Hits/Hits - Tube/TB 08 Tough Hit A.wav	
